"SITE_ID","Met_Var","Season","Slope","pvalue","Met_Var_Median","Npts","PearsonR","SpearmanR","RMSE","Slope_SE"
"DE-Hai","PDSI_mean","Spring",2.64957919392036,0.639557054801792,-1,21,0.108538753361336,0.132467532467532,57.055990466587,5.56726571025554
"DE-HoH","PDSI_mean","Spring",-0.875800443942394,0.899087575738086,-4.22666666666667,6,-0.0673769053048971,-0.257142857142857,33.3027260025642,6.48449395350521
"DE-Hte","PDSI_mean","Spring",5.77622567842948,0.301263317904323,-1.43666666666667,7,0.458105535551556,0.642857142857143,24.0877114577734,5.01239684267953
"DE-Hzd","PDSI_mean","Spring",8.17568666280288,0.387683316509088,-2.08,9,0.328759928682482,0.0333333333333333,73.9756328703025,8.87684301913142
"DE-Lnf","PDSI_mean","Spring",-7.51361105686666,0.487547112327162,-0.0633333333333333,7,-0.31763803160678,-0.107142857142857,47.2372024950343,10.030825590287
"DE-Obe","PDSI_mean","Spring",-2.25696736345374,0.767045127465586,-1.56666666666667,13,-0.0911789322487614,-0.181318681318681,62.0213117967741,7.43227231436043
"DE-RuR","PDSI_mean","Spring",-32.9143332360295,0.084539883064176,-2.71666666666667,9,-0.604669347886175,-0.75,63.8201498920502,16.3866852070486
"DE-RuW","PDSI_mean","Spring",-9.0658022141096,0.65641916148117,-2.71833333333333,8,-0.187598074696164,-0.380952380952381,63.3883206801478,19.3786024022363
"DE-Tha","PDSI_mean","Spring",0.335795998524895,0.948550506167362,-0.735,24,0.0139137235613887,-0.0695652173913043,62.3644840829659,5.1449216293589
"DK-Sor","PDSI_mean","Spring",3.24422642592825,0.694491407351431,-1.15333333333334,24,0.0845426811938531,0.167826086956522,81.8190091454972,8.15203761037898
"ES-Abr","PDSI_mean","Spring",39.9007503264705,0.321426021694354,-2.16666666666667,5,0.564570971025042,0.5,103.780821331166,33.6789245411233
"ES-Agu","PDSI_mean","Spring",11.6970381004835,0.0976048640357649,-1.15333333333333,11,0.52455207642913,0.436363636363636,58.2642063645178,6.32832316183523
"ES-LJu","PDSI_mean","Spring",1.19525145777764,0.550989512198449,-2.76666666666667,15,0.167387137006731,0.0893655405996347,22.3998509286832,1.95251569910989
"ES-LM1","PDSI_mean","Spring",0.514876008444633,0.975059781969015,-3.03333333333333,7,0.0146925868857101,-0.0714285714285714,62.6377231212148,15.6701265825559
"ES-LM2","PDSI_mean","Spring",-9.77864871591349,0.517049266654859,-3.03333333333333,7,-0.297465637247683,-0.357142857142857,56.1050837502532,14.0358512487757
"FI-Hyy","PDSI_mean","Spring",1.77938053660764,0.542939026214976,-0.453333333333333,23,0.133741155407769,-0.0800791002432854,27.4692501241175,2.87723221722131
"FI-Let","PDSI_mean","Spring",3.71697640472976,0.78783458104597,0.633333333333333,11,0.0920318017038322,0.136363636363636,72.4495842784387,13.4055175930635
"FI-Sod","PDSI_mean","Spring",-1.64214269477748,0.350732869410893,2.12,13,-0.281916473205843,-0.313186813186813,10.1571499995898,1.68504476376928
"FI-Var","PDSI_mean","Spring",-18.009109656316,0.342796309765305,3.2,5,-0.544401633808093,-0.6,22.3940804070014,16.0207705472597
"FR-Bil","PDSI_mean","Spring",20.518015894785,0.182652118795007,-2.35333333333333,6,0.627103078137363,0.771428571428571,40.5807650545851,12.7429026786926
"FR-FBn","PDSI_mean","Spring",0.0382741514589302,0.995420434460875,-1.575,12,0.00186091141464763,0.223776223776224,42.6479168419251,6.50397883524421
"FR-Fon","PDSI_mean","Spring",-0.88937254322442,0.959927834926138,-3.15666666666667,15,-0.0142048074058962,-0.00714285714285714,113.199976734504,17.3633241165129
"FR-Hes","PDSI_mean","Spring",-3.04517813995279,0.925339450410312,-3.1,7,-0.0440213354811784,-0.0714285714285714,91.8378783175412,30.9060337528476
"FR-Pue","PDSI_mean","Spring",2.72025940300222,0.723830790009234,-2.36333333333334,14,0.103862581875685,0.164835164835165,60.8940140217922,7.51978449688819
"IL-Yat","PDSI_mean","Spring",5.77333085944806,0.270996407136154,-4.26,20,0.258573340381399,0.284210526315789,57.0808440829801,5.08369879971736
"IT-Col","PDSI_mean","Spring",3.24281429916772,0.674780875985628,-2.00833333333334,10,0.152144809300935,-0.0424242424242424,46.3294694680124,7.44790830397062
"IT-Cpz","PDSI_mean","Spring",-6.86733328670149,0.60185939580444,-1.22666666666667,9,-0.202199756007328,-0.183333333333333,83.4470449812355,12.5716962153794
"IT-Lav","PDSI_mean","Spring",-6.76629222021646,0.40866535504898,-2.695,18,-0.207511914659612,-0.341589267285862,56.7038921162158,7.97424921385146
"IT-Lsn","PDSI_mean","Spring",-3.0420467794569,0.920662844296794,0.433333333333333,5,-0.0623516810772321,-0.1,64.1516793258666,28.113261879674
"IT-MBo","PDSI_mean","Spring",-16.8626986121622,0.0779661974697633,-3.1,17,-0.438924391087058,-0.475490196078431,77.3124714495716,8.91294886613715
"IT-Noe","PDSI_mean","Spring",7.41551494292044,0.3292581031251,1.285,10,0.344764653793788,0.660606060606061,71.9039434414821,7.13830972636757
"IT-Ren","PDSI_mean","Spring",-17.7463016348681,0.0559207163280735,-1.59666666666667,21,-0.423223965213863,-0.333766233766234,70.3593661450213,8.71567513708089
"IT-Ro1","PDSI_mean","Spring",3.26727869155605,0.830958419597879,-2.42,7,0.100074068254349,0.392857142857143,69.4183683324373,14.5276032191063
"IT-Ro2","PDSI_mean","Spring",5.39425233045633,0.546282190693953,-2.42,9,0.233003996891084,0.25,52.567707936533,8.5093749329334
"IT-SR2","PDSI_mean","Spring",-0.538474743807766,0.862761196743943,-4.75833333333333,8,-0.073457855786373,-0.0359287878573978,27.9856418305259,2.98453416139476
"IT-SRo","PDSI_mean","Spring",-15.9128482375184,0.200385715151508,-2.08166666666667,14,-0.36427184171677,-0.410989010989011,101.181529537356,11.7440496365038
"IT-Tor","PDSI_mean","Spring",-5.43155527256349,0.583437265680866,-1.73333333333333,12,-0.176384909504397,-0.0979020979020979,51.8083018591501,9.58516618142496
"NL-Hor","PDSI_mean","Spring",16.960620229036,0.830985474714927,-1.15,7,0.100057889076238,0.0357142857142857,133.440959539656,75.4258908673254
"NL-Loo","PDSI_mean","Spring",-8.58316659995471,0.208457174676889,-0.996666666666667,21,-0.286218408134508,-0.387012987012987,59.3485254836926,6.59193948800179
"RU-Fy2","PDSI_mean","Spring",3.60149312566567,0.827720212159362,-0.156666666666667,5,0.135726102849929,0.1,57.731341221834,15.1782284650529
"RU-Fyo","PDSI_mean","Spring",-1.25179935375529,0.788920786749897,1.15666666666667,21,-0.0621700286154351,0.109090909090909,42.3751051901185,4.61037159219538
"SE-Deg","PDSI_mean","Spring",-0.334206628473159,0.825978919109118,0.556666666666666,20,-0.0525098565067479,-0.234586466165414,13.9728572382022,1.49809174653092
"SE-Htm","PDSI_mean","Spring",-5.23905363409994,0.610566682400446,-0.609999999999999,6,-0.265887988231982,-0.2,43.1716618686028,9.49736076481966
"SE-Nor","PDSI_mean","Spring",-3.26573383224343,0.73157457502523,-2.13333333333333,7,-0.160161922439657,-0.392857142857143,35.8516410304873,9.00105871367997
"SE-Ros","PDSI_mean","Spring",-3.06388795571131,0.616581147891921,1.45833333333334,6,-0.261578597127739,-0.257142857142857,22.1858464341414,5.65262235514723
"SE-Svb","PDSI_mean","Spring",6.24813285310069,0.444771037595468,0.356666666666667,6,0.38991230640637,0.314285714285714,27.060618257732,7.37807642486994
"US-Bar","PDSI_mean","Spring",-4.54393714191736,0.519752821478884,1.96666666666667,13,-0.196590617473259,-0.247252747252747,41.2759948553839,6.83304737640227
"US-Blo","PDSI_mean","Spring",-14.5840690568638,0.336306084350282,-0.618333333333332,8,-0.392385995677931,-0.666666666666667,69.082410925017,13.9567178453222
"US-Dk2","PDSI_mean","Spring",1.9884125600243,0.69047175937229,0.61,7,0.185502311256865,0.285714285714286,36.0430568419888,4.71051402469532
"US-Dk3","PDSI_mean","Spring",-12.4695529529321,0.458238935330266,1.055,6,-0.379374542254875,-0.485714285714286,102.712518072004,15.2057764034939
"US-Fmf","PDSI_mean","Spring",4.80879556022373,0.630838268612547,-2.08,5,0.29424168321986,0.3,19.3208349214527,9.01793673298747
"US-Fuf","PDSI_mean","Spring",16.3695033974596,0.414516002580615,-2.01,5,0.478822073433151,0.6,38.3994163186473,17.3281294294997
"US-GLE","PDSI_mean","Spring",-3.56426287451871,0.638482268992473,-0.191666666666667,8,-0.197917155436849,-0.452380952380952,36.4989208556025,7.20665393036362
"US-Ha1","PDSI_mean","Spring",6.55691970946379,0.498711497875457,1.52,21,0.156287126462799,-0.0045469310615063,69.2099302065259,9.50670553537371
"US-Ho1","PDSI_mean","Spring",-7.27194156951168,0.899184506005054,1.38666666666667,7,-0.0594904436582864,-0.321428571428571,134.321698454763,54.569289468624
"US-IB2","PDSI_mean","Spring",-9.63459919862355,0.229100331795609,0.816666666666667,7,-0.522332361077916,-0.198206241793023,31.7711990580907,7.03427538756995
"US-KFS","PDSI_mean","Spring",-7.25245628720867,0.595098446055232,1.11,9,-0.205890813181921,-0.383333333333333,66.0461653349649,13.0284645134472
"US-Los","PDSI_mean","Spring",1.95677705448666,0.724043112415568,2.19666666666667,7,0.164779972569025,0.107142857142857,19.4457910736138,5.2381063998047
"US-Me2","PDSI_mean","Spring",-16.5625740649518,0.234464063326333,-1.585,12,-0.371479606414077,-0.293706293706294,85.0993019895623,13.0902282901463
"US-Me3","PDSI_mean","Spring",7.58443563420405,0.288299525352967,-1.44833333333333,6,0.521833974077851,0.485714285714286,24.6604694803032,6.19917532792244
"US-MMS","PDSI_mean","Spring",-0.641917017897171,0.93880087969745,2.15333333333333,19,-0.0188951878664742,-0.121052631578947,59.4321924608803,8.2380737002563
"US-Mpj","PDSI_mean","Spring",17.9948840068985,0.0622944116748829,-2.56666666666667,9,0.642004728870931,0.533333333333333,43.3289200133674,8.12246130961698
"US-NR1","PDSI_mean","Spring",-7.28249721199583,0.0962689036786398,0.423333333333333,15,-0.445258806439369,-0.375,32.9018508087096,4.06175901968382
"US-Oho","PDSI_mean","Spring",-9.00683800167919,0.397679191756953,1.84666666666666,10,-0.301222197051899,-0.454545454545455,50.4886045280438,10.0805834273809
"US-PFa","PDSI_mean","Spring",-3.43022979669099,0.474351177116915,-0.351666666666667,18,-0.180172530476194,0.08260197280441,46.1153793616637,4.68175442369393
"US-Prr","PDSI_mean","Spring",5.86473161652069,0.427253990551794,-1.45833333333333,6,0.403773476021005,0.6,23.3498763456741,6.64407494439608
"US-Seg","PDSI_mean","Spring",7.52018759215657,0.330452516169354,-2.5,11,0.324373353965155,0.536363636363636,47.2210567068689,7.3100584581955
"US-Ses","PDSI_mean","Spring",5.7398141668422,0.333366289680934,-2.44333333333333,11,0.322530842418138,0.445454545454545,36.0389738576257,5.61504181546826
"US-SRC","PDSI_mean","Spring",6.66121354415018,0.869925228753947,-1.75,6,0.0869355275334797,-0.257142857142857,41.387123642961,38.166178877687
"US-SRG","PDSI_mean","Spring",7.84677120010239,0.519914388067629,-1.59333333333333,10,0.231476956371445,0.187878787878788,31.6204743895768,11.6594972539246
"US-SRM","PDSI_mean","Spring",6.05331945465904,0.497975430215921,-1.76333333333333,11,0.229116658922513,0.1,29.1326372724598,8.57248145344431
"US-Syv","PDSI_mean","Spring",-7.12029453282572,0.244403117618585,1.305,6,-0.563315983917761,-0.714285714285714,19.7925941632612,5.22183230505227
"US-Ton","PDSI_mean","Spring",4.07952511888148,0.569690887519996,-1.56333333333333,13,0.173996518953404,0.153846153846154,62.5653575974036,6.96140743359044
"US-Tw1","PDSI_mean","Spring",10.5946949073942,0.0521642492208419,-1.835,6,0.807219412628133,0.828571428571429,24.1776209475473,3.87350350056993
"US-Uaf","PDSI_mean","Spring",-2.71187301508122,0.536074455236669,-2.15333333333333,13,-0.189107888283332,-0.120879120879121,27.3920092597987,4.24576086756232
"US-UMB","PDSI_mean","Spring",-16.9196118399874,0.0282910941756992,1.92,11,-0.656302704018812,-0.4,41.1520529875052,6.48369922971729
"US-UMd","PDSI_mean","Spring",-12.4412554806657,0.101181001883506,1.95833333333333,10,-0.5477765603995,-0.248484848484848,41.8448031992499,6.7180995867868
"US-Var","PDSI_mean","Spring",12.413262934452,0.363412804465455,-1.76166666666667,14,0.263120477865553,0.178021978021978,121.445736396639,13.1389697937153
"US-Vcp","PDSI_mean","Spring",11.3396276734525,0.0463017772707787,-1.56666666666667,11,0.609950651223686,0.681818181818182,36.5011252644132,4.91076217100753
"US-WCr","PDSI_mean","Spring",-12.1705092895178,0.0364079591004089,1.29333333333333,12,-0.606846698107425,-0.678321678321678,33.5554593738123,5.04078233876943
"US-Whs","PDSI_mean","Spring",18.4522207833877,0.0119157496003612,-1.62333333333333,7,0.865129797601705,0.321428571428571,13.2225481637403,4.78404112610853
"US-Wjs","PDSI_mean","Spring",23.4978987620049,0.0337569515048666,-2.67666666666667,10,0.670747432197728,0.745454545454545,48.2094485697225,9.18639261333158
"US-Wkg","PDSI_mean","Spring",16.7586458101154,0.00538465026972417,-1.65833333333333,10,0.800702378953373,0.83030303030303,18.72314177824,4.4329704521743
"AT-Neu","PDSI_mean","Summer",22.1442412498168,0.586677806811403,-2.14,11,0.184692261529172,0.345454545454545,133.2441335512,39.278456053629
"BE-Bra","PDSI_mean","Summer",4.84579394229431,0.586329822136827,-0.941666666666665,20,0.129502597145443,0.0571428571428571,81.2082908914564,8.7453575225825
"BE-Dor","PDSI_mean","Summer",-3.7250408719318,0.680816209212335,-2.73333333333333,9,-0.160056667404693,-0.166666666666667,51.777075483342,8.68306091952052
"BE-Vie","PDSI_mean","Summer",-4.58272459765351,0.595120434185494,-1.73666666666667,23,-0.116951416263576,-0.196640316205534,74.0518431295194,8.49215801815148
"CA-Ca1","PDSI_mean","Summer",10.943873183526,0.0501007896811589,-2.15666666666667,7,0.754282339146892,0.714285714285714,21.8703624449872,4.26010243816892
"CA-Ca2","PDSI_mean","Summer",2.07925002410218,0.970866132540516,-2.32333333333334,6,0.0194250215302429,-0.314285714285714,203.730865924549,53.5097914982544
"CA-Ca3","PDSI_mean","Summer",48.468966851155,0.0220022152860603,-2.08666666666667,9,0.742271015988554,0.65,78.1145856744538,16.5383327886771
"CA-Cbo","PDSI_mean","Summer",8.45982079186477,0.529213366071693,1.34166666666667,14,0.183861368306736,0.296703296703297,126.612278224293,13.0560692417103
"CA-Gro","PDSI_mean","Summer",3.77693823614323,0.664461388853893,-2.17333333333333,10,0.157217808700558,0.260606060606061,74.6334921165517,8.38799919055213
"CA-Man","PDSI_mean","Summer",-6.42985960292595,0.233233523347676,-0.61,11,-0.391913415091229,-0.7,27.1241631614531,5.03128509877101
"CA-Oas","PDSI_mean","Summer",5.92347857196517,0.413325522636063,1.47166666666667,14,0.237631313951452,0.178021978021978,84.8404488091569,6.98973480540953
"CA-Obs","PDSI_mean","Summer",0.403076111566285,0.852018860982105,2.02,11,0.0638630095968033,0.190909090909091,23.2676180750493,2.09956334431045
"CA-Qfo","PDSI_mean","Summer",0.503672793941199,0.907968796314235,-1.72666666666667,7,0.0542908293262378,0.0357142857142857,22.4045306499829,4.14281966997176
"CA-TP1","PDSI_mean","Summer",10.4703508001935,0.251808124021658,0.456666666666667,7,0.501236610493429,0.535714285714286,51.5590795863741,8.0836090834894
"CA-TP3","PDSI_mean","Summer",17.9432996709616,0.144337138406663,1.76333333333333,7,0.611745548929955,0.571428571428571,66.2357203173037,10.3765492450381
"CA-TP4","PDSI_mean","Summer",17.7944994321656,0.0323188067507261,1.18,15,0.553487402479543,0.467857142857143,76.7489273628805,7.42637857980306
"CA-WP1","PDSI_mean","Summer",-0.96913896328947,0.925781636935907,-0.448333333333334,6,-0.0495193853519582,0.0285714285714286,35.64625322977,9.77344509179441
"CH-Aws","PDSI_mean","Summer",2.92561589383365,0.879291178771374,-1.68166666666666,6,0.0806473910749569,0.0285714285714286,68.4693872605607,18.0792349830357
"CH-Cha","PDSI_mean","Summer",-9.44118175231767,0.6496619292671,-1.59666666666667,14,-0.133280702579922,-0.0813186813186813,153.354947787414,20.2663921466449
"CH-Dav","PDSI_mean","Summer",4.85466038257181,0.552777767449004,-1.7,23,0.130522102393496,0.0148221343873518,76.4898237305495,8.04699900150344
"CH-Fru","PDSI_mean","Summer",13.0364772448087,0.114246611407641,-1.23333333333333,15,0.425051800129275,0.282142857142857,51.5051114403433,7.69974601662854
"CH-Lae","PDSI_mean","Summer",19.082239288392,0.156680728723733,-1.98166666666667,16,0.371392219542644,0.135294117647059,93.4392510699905,12.7497959727858
"CH-Oe1","PDSI_mean","Summer",22.528106363928,0.379533179460768,-0.615000000000001,6,0.442532292420334,0.257142857142857,117.191368790225,22.8256079890123
"CZ-BK1","PDSI_mean","Summer",-5.48701689986133,0.551161482531889,-1.78666666666667,17,-0.155517941319233,-0.225628491213222,72.6905305281467,8.99898918347971
"CZ-Lnz","PDSI_mean","Summer",-18.1577683010112,0.663495942119004,-2.38666666666667,6,-0.228302572393267,-0.485714285714286,120.574469024991,38.716659270124
"CZ-RAJ","PDSI_mean","Summer",11.5958038811897,0.548096979062569,-3.33333333333333,9,0.231980401020608,0.116666666666667,113.279961315815,18.3775916630414
"CZ-Stn","PDSI_mean","Summer",-2.82217084841952,0.687325240009112,-2.23333333333333,11,-0.137273959145467,-0.163636363636364,55.7852731246216,6.78801648584492
"CZ-wet","PDSI_mean","Summer",-11.8078074141443,0.233203942854464,-2.15333333333334,14,-0.340736088610543,-0.393406593406593,83.8959739452353,9.40506509006102
"DE-Gri","PDSI_mean","Summer",18.7073042530067,0.209215512410544,-2.29,17,0.320866751301988,0.213235294117647,148.278579591028,14.2576471831499
"DE-Hai","PDSI_mean","Summer",18.2288070553798,0.107501465413778,-1.67666666666667,21,0.361366906760646,0.31038961038961,106.360985975622,10.7906193770536
"DE-HoH","PDSI_mean","Summer",16.4722246209874,0.182484112471172,-5.525,6,0.627287712868247,0.485714285714286,43.5666878723698,10.2252634711495
"DE-Hte","PDSI_mean","Summer",-18.636300983736,0.0373034954142931,-2.33333333333333,7,-0.783085220229356,-0.678571428571428,28.0257829050967,6.61905985949293
"DE-Hzd","PDSI_mean","Summer",26.3507345966134,0.229035933296626,-2.86,8,0.479683986129762,0.380952380952381,141.701429871555,19.6779550680102
"DE-Lnf","PDSI_mean","Summer",14.4223434958415,0.639004796753521,-1.31666666666667,7,0.217770561288103,0.214285714285714,100.271026765624,28.9068970642051
"DE-Obe","PDSI_mean","Summer",21.5609245918092,0.0710843359160263,-2.27,13,0.515960749640517,0.532967032967033,97.7842136532848,10.7929121306764
"DE-RuR","PDSI_mean","Summer",3.83725821995378,0.734865042660104,-2.56666666666667,9,0.132051683953092,0.0666666666666667,61.9106903172913,10.8869974515788
"DE-RuW","PDSI_mean","Summer",-7.16909221206563,0.661425501744562,-2.8,8,-0.184732861894651,-0.214285714285714,79.4931570747309,15.5705720668043
"DE-Tha","PDSI_mean","Summer",15.3684317916794,0.0365644285786172,-2.14833333333334,24,0.428768978423848,0.449565217391304,85.458159513212,6.90369752867433
"DK-Sor","PDSI_mean","Summer",11.4345671699941,0.18250000064979,-1.18,24,0.281604944707781,0.355652173913043,86.8879435573247,8.3066682807401
"ES-Abr","PDSI_mean","Summer",13.0691855981795,0.144480048254343,-1.81333333333333,5,0.749778666598166,0.8,25.6121910642977,6.6589927878067
"ES-Agu","PDSI_mean","Summer",10.6965386160375,0.118073202722114,-1.79666666666667,9,0.558481936000076,0.583333333333333,43.9169921279107,6.00496164273412
"ES-LJu","PDSI_mean","Summer",4.20639407546447,0.0483365646344308,-2.6,14,0.535706195823821,0.512087912087912,17.4958317222088,1.91400548078043
"ES-LM1","PDSI_mean","Summer",13.2652629802937,0.113269790080218,-3.84666666666667,7,0.650990591993322,0.5,40.2446095022611,6.91746572628499
"ES-LM2","PDSI_mean","Summer",13.0779647806874,0.0137761594312307,-3.84666666666667,7,0.856803604152272,0.642857142857143,20.477814620348,3.51983986271544
"FI-Hyy","PDSI_mean","Summer",-0.237600260916219,0.966283861280293,0.153333333333333,24,-0.00911465333098763,-0.00434782608695652,51.6496838438196,5.55747319792943
"FI-Let","PDSI_mean","Summer",24.9523317537241,0.22551374228527,0.2,11,0.397915583476683,0.454545454545455,126.995216871649,19.1764450388849
"FI-Sod","PDSI_mean","Summer",-5.76915834932953,0.521388178118344,2.07666666666667,13,-0.195836288759351,-0.236263736263736,55.6829819058861,8.71025854530339
"FI-Var","PDSI_mean","Summer",-12.1082382694294,0.273154393809287,2.11,5,-0.611452914076027,-0.3,26.2387385099609,9.04665336849263
"FR-Bil","PDSI_mean","Summer",8.84277917781776,0.407962706628953,-3.30666666666667,6,0.419256630486111,0.0285714285714286,58.0371730051068,9.57417674552168
"FR-FBn","PDSI_mean","Summer",5.67847036609201,0.7356064976894,-2.32166666666666,12,0.109151519027851,0.13986013986014,98.9144028860782,16.3530566313436
"FR-Fon","PDSI_mean","Summer",4.83965743738217,0.572266760538952,-3.235,14,0.165293067070019,0.358241758241758,64.5514325117564,8.33592795951316
"FR-Hes","PDSI_mean","Summer",1.0580237692655,0.942906885468785,-4.3,7,0.0336496679976464,0.0714285714285714,86.8889931012912,14.053471703983
"FR-Pue","PDSI_mean","Summer",-0.0264981978042353,0.998835777549693,-2.76,14,-0.000430073649576448,-0.0769230769230769,96.749025923983,17.7861864305572
"IL-Yat","PDSI_mean","Summer",4.76623499299579,0.0544080729897845,-3.56666666666667,19,0.447997885981618,0.340350877192983,21.7554338873923,2.30690313861165
"IT-Col","PDSI_mean","Summer",12.5429360912021,0.336184069214121,-1.68666666666666,14,0.277827230822068,0.336263736263736,99.2481398293054,12.5195984569391
"IT-Cpz","PDSI_mean","Summer",6.83229566811153,0.77242055931989,-2.08333333333333,8,0.122598635451466,0.142857142857143,118.721902486045,22.5796288166216
"IT-Lav","PDSI_mean","Summer",-0.932316189949734,0.946529768005451,-2.36,18,-0.0170289265482809,-0.0629514963880289,87.8557971735035,13.6852578311121
"IT-Lsn","PDSI_mean","Summer",-16.7163960745564,0.563916679241502,-1.04666666666667,5,-0.349767600692595,-0.6,62.9446227855299,25.8503394157778
"IT-MBo","PDSI_mean","Summer",-2.59970253784808,0.731972140257323,-2.96,18,-0.0868082690387662,0.0588235294117647,60.4466134209717,7.45864646807325
"IT-Noe","PDSI_mean","Summer",13.0666352981158,0.0263539607074879,0.161666666666667,10,0.692813581967797,0.890909090909091,48.2410211760548,4.80848156680126
"IT-Ren","PDSI_mean","Summer",-3.93377511003795,0.700304800697076,-2.51333333333333,19,-0.0945231249476727,0.219298245614035,85.4527673410141,10.0484285535179
"IT-Ro1","PDSI_mean","Summer",3.72472437997595,0.938732690899812,-2.88,7,0.0361129677245237,0.214285714285714,132.467895146154,46.0959301735524
"IT-Ro2","PDSI_mean","Summer",41.2136523985127,0.0883957417149139,-3.01833333333333,10,0.565557069556836,0.660606060606061,131.881347287666,21.2481191948329
"IT-SR2","PDSI_mean","Summer",15.2586373695333,0.0347370734946588,-4.10666666666667,8,0.742841168430692,0.761904761904762,49.5458876188966,5.61401785043521
